"","X","Day","Month","Year","count","mdy","wd"
"1137",1137,16,1,2013,4604,2013-01-16,4
"1138",1138,16,1,2014,5731,2014-01-16,5
"1139",1139,16,1,2015,4274,2015-01-16,6
"1140",1140,16,1,2016,3510,2016-01-16,7
"1141",1141,16,2,2010,6582,2010-02-16,3
"1142",1142,16,2,2011,5870,2011-02-16,4
"1143",1143,16,2,2012,4253,2012-02-16,5
"1144",1144,16,2,2013,3051,2013-02-16,7
"1145",1145,16,2,2014,6249,2014-02-16,1
"1146",1146,16,2,2015,7871,2015-02-16,2
"1147",1147,16,2,2016,6930,2016-02-16,3
"1148",1148,16,3,2010,6248,2010-03-16,3
"1149",1149,16,3,2011,5090,2011-03-16,4
"1150",1150,16,3,2012,2511,2012-03-16,6
"1151",1151,16,3,2013,2650,2013-03-16,7
"1152",1152,16,3,2014,5515,2014-03-16,1
"1153",1153,16,3,2015,6922,2015-03-16,2
"1154",1154,16,3,2016,6615,2016-03-16,4
"1155",1155,16,4,2010,2700,2010-04-16,6
"1156",1156,16,4,2011,2394,2011-04-16,7
"1157",1157,16,4,2012,4549,2012-04-16,2
"1158",1158,16,4,2013,4793,2013-04-16,3
"1159",1159,16,4,2014,5288,2014-04-16,4
"1160",1160,16,4,2015,5704,2015-04-16,5
"1161",1161,16,5,2010,5697,2010-05-16,1
"1162",1162,16,5,2011,5594,2011-05-16,2
"1163",1163,16,5,2012,4506,2012-05-16,4
"1164",1164,16,5,2013,4300,2013-05-16,5
"1165",1165,16,5,2014,3838,2014-05-16,6
"1166",1166,16,5,2015,3654,2015-05-16,7
"1167",1167,16,6,2010,4819,2010-06-16,4
"1168",1168,16,6,2011,4628,2011-06-16,5
"1169",1169,16,6,2012,2263,2012-06-16,7
"1170",1170,16,6,2013,5183,2013-06-16,1
"1171",1171,16,6,2014,6180,2014-06-16,2
"1172",1172,16,6,2015,6376,2015-06-16,3
"1173",1173,16,7,2010,3253,2010-07-16,6
"1174",1174,16,7,2011,2090,2011-07-16,7
"1175",1175,16,7,2012,5251,2012-07-16,2
"1176",1176,16,7,2013,5991,2013-07-16,3
"1177",1177,16,7,2014,5799,2014-07-16,4
"1178",1178,16,7,2015,5429,2015-07-16,5
"1179",1179,16,8,2010,5379,2010-08-16,2
"1180",1180,16,8,2011,5353,2011-08-16,3
"1181",1181,16,8,2012,4479,2012-08-16,5
"1182",1182,16,8,2013,2677,2013-08-16,6
"1183",1183,16,8,2014,2594,2014-08-16,7
"1184",1184,16,8,2015,6079,2015-08-16,1
"1185",1185,16,9,2010,7827,2010-09-16,5
"1186",1186,16,9,2011,3247,2011-09-16,6
"1187",1187,16,9,2012,4578,2012-09-16,1
"1188",1188,16,9,2013,4410,2013-09-16,2
"1189",1189,16,9,2014,5583,2014-09-16,3
"1190",1190,16,9,2015,6116,2015-09-16,4
"1191",1191,16,10,2010,2895,2010-10-16,7
"1192",1192,16,10,2011,5307,2011-10-16,1
"1193",1193,16,10,2012,5382,2012-10-16,3
"1194",1194,16,10,2013,4804,2013-10-16,4
"1195",1195,16,10,2014,4827,2014-10-16,5
"1196",1196,16,10,2015,5362,2015-10-16,6
"1197",1197,16,11,2010,6000,2010-11-16,3
"1198",1198,16,11,2011,6024,2011-11-16,4
"1199",1199,16,11,2012,3314,2012-11-16,6
"1200",1200,16,11,2013,2260,2013-11-16,7
"1201",1201,16,11,2014,6623,2014-11-16,1
"1202",1202,16,11,2015,7018,2015-11-16,2
"1203",1203,16,12,2010,6078,2010-12-16,5
"1204",1204,16,12,2011,3292,2011-12-16,6
"1205",1205,16,12,2012,5292,2012-12-16,1
"1206",1206,16,12,2013,5977,2013-12-16,2
"1207",1207,16,12,2014,5084,2014-12-16,3
"1208",1208,16,12,2015,5351,2015-12-16,4
"1209",1209,17,1,2010,3618,2010-01-17,1
"1210",1210,17,1,2011,6640,2011-01-17,2
"1211",1211,17,1,2012,5799,2012-01-17,3
"1212",1212,17,1,2013,5385,2013-01-17,5
"1213",1213,17,1,2014,3334,2014-01-17,6
"1214",1214,17,1,2015,3710,2015-01-17,7
"1215",1215,17,1,2016,5731,2016-01-17,1
"1216",1216,17,2,2010,5917,2010-02-17,4
"1217",1217,17,2,2011,5613,2011-02-17,5
"1218",1218,17,2,2012,2331,2012-02-17,6
"1219",1219,17,2,2013,4883,2013-02-17,1
"1220",1220,17,2,2014,6233,2014-02-17,2
"1221",1221,17,2,2015,6960,2015-02-17,3
"1222",1222,17,2,2016,6712,2016-02-17,4
"1223",1223,17,3,2010,5934,2010-03-17,4
"1224",1224,17,3,2011,4797,2011-03-17,5
"1225",1225,17,3,2012,2296,2012-03-17,7
"1226",1226,17,3,2013,5712,2013-03-17,1
"1227",1227,17,3,2014,5937,2014-03-17,2
"1228",1228,17,3,2015,7358,2015-03-17,3
"1229",1229,17,3,2016,5937,2016-03-17,5
"1230",1230,17,4,2010,2371,2010-04-17,7
"1231",1231,17,4,2011,5091,2011-04-17,1
"1232",1232,17,4,2012,4586,2012-04-17,3
"1233",1233,17,4,2013,4481,2013-04-17,4
"1234",1234,17,4,2014,4253,2014-04-17,5
"1235",1235,17,4,2015,4021,2015-04-17,6
"1236",1236,17,5,2010,4923,2010-05-17,2
"1237",1237,17,5,2011,5335,2011-05-17,3
"1238",1238,17,5,2012,4408,2012-05-17,5
"1239",1239,17,5,2013,2920,2013-05-17,6
"1240",1240,17,5,2014,3194,2014-05-17,7
"1241",1241,17,5,2015,6151,2015-05-17,1
"1242",1242,17,6,2010,4299,2010-06-17,5
"1243",1243,17,6,2011,2801,2011-06-17,6
"1244",1244,17,6,2012,5185,2012-06-17,1
"1245",1245,17,6,2013,5359,2013-06-17,2
"1246",1246,17,6,2014,6279,2014-06-17,3
"1247",1247,17,6,2015,5929,2015-06-17,4
"1248",1248,17,7,2010,2623,2010-07-17,7
"1249",1249,17,7,2011,5267,2011-07-17,1
"1250",1250,17,7,2012,5528,2012-07-17,3
"1251",1251,17,7,2013,5847,2013-07-17,4
"1252",1252,17,7,2014,5221,2014-07-17,5
"1253",1253,17,7,2015,3799,2015-07-17,6
"1254",1254,17,8,2010,4931,2010-08-17,3
"1255",1255,17,8,2011,5128,2011-08-17,4
"1256",1256,17,8,2012,2589,2012-08-17,6
"1257",1257,17,8,2013,2146,2013-08-17,7
"1258",1258,17,8,2014,5306,2014-08-17,1
"1259",1259,17,8,2015,6551,2015-08-17,2
"1260",1260,17,9,2010,3692,2010-09-17,6
"1261",1261,17,9,2011,2317,2011-09-17,7
"1262",1262,17,9,2012,5367,2012-09-17,2
"1263",1263,17,9,2013,5198,2013-09-17,3
"1264",1264,17,9,2014,5276,2014-09-17,4
"1265",1265,17,9,2015,5706,2015-09-17,5
"1266",1266,17,10,2010,6270,2010-10-17,1
"1267",1267,17,10,2011,5545,2011-10-17,2
"1268",1268,17,10,2012,4714,2012-10-17,4
"1269",1269,17,10,2013,4396,2013-10-17,5
"1270",1270,17,10,2014,3229,2014-10-17,6
"1271",1271,17,10,2015,6372,2015-10-17,7
"1272",1272,17,11,2010,5801,2010-11-17,4
"1273",1273,17,11,2011,6235,2011-11-17,5
"1274",1274,17,11,2012,3201,2012-11-17,7
"1275",1275,17,11,2013,5311,2013-11-17,1
"1276",1276,17,11,2014,8655,2014-11-17,2
"1277",1277,17,11,2015,6697,2015-11-17,3
"1278",1278,17,12,2010,3612,2010-12-17,6
"1279",1279,17,12,2011,3738,2011-12-17,7
"1280",1280,17,12,2012,4971,2012-12-17,2
"1281",1281,17,12,2013,5768,2013-12-17,3
"1282",1282,17,12,2014,5385,2014-12-17,4
"1283",1283,17,12,2015,5338,2015-12-17,5
"1284",1284,18,1,2010,5206,2010-01-18,2
"1285",1285,18,1,2011,6070,2011-01-18,3
"1286",1286,18,1,2012,6160,2012-01-18,4
"1287",1287,18,1,2013,3156,2013-01-18,6
"1288",1288,18,1,2014,3555,2014-01-18,7
"1289",1289,18,1,2015,4301,2015-01-18,1
"1290",1290,18,1,2016,9853,2016-01-18,2
"1291",1291,18,2,2010,5402,2010-02-18,5
"1292",1292,18,2,2011,3949,2011-02-18,6
"1293",1293,18,2,2012,2244,2012-02-18,7
"1294",1294,18,2,2013,5737,2013-02-18,2
"1295",1295,18,2,2014,6486,2014-02-18,3
"1296",1296,18,2,2015,7354,2015-02-18,4
"1297",1297,18,2,2016,6340,2016-02-18,5
"1298",1298,18,3,2010,5903,2010-03-18,5
"1299",1299,18,3,2011,3080,2011-03-18,6
"1300",1300,18,3,2012,4554,2012-03-18,1
"1301",1301,18,3,2013,5816,2013-03-18,2
"1302",1302,18,3,2014,5857,2014-03-18,3
"1303",1303,18,3,2015,6772,2015-03-18,4
"1304",1304,18,3,2016,4439,2016-03-18,6
"1305",1305,18,4,2010,5969,2010-04-18,1
"1306",1306,18,4,2011,5313,2011-04-18,2
"1307",1307,18,4,2012,4454,2012-04-18,4
"1308",1308,18,4,2013,4240,2013-04-18,5
"1309",1309,18,4,2014,2672,2014-04-18,6
"1310",1310,18,4,2015,3593,2015-04-18,7
"1311",1311,18,5,2010,5370,2010-05-18,3
"1312",1312,18,5,2011,5105,2011-05-18,4
"1313",1313,18,5,2012,2508,2012-05-18,6
"1314",1314,18,5,2013,2184,2013-05-18,7
"1315",1315,18,5,2014,5445,2014-05-18,1
"1316",1316,18,5,2015,6184,2015-05-18,2
"1317",1317,18,6,2010,2676,2010-06-18,6
"1318",1318,18,6,2011,2025,2011-06-18,7
"1319",1319,18,6,2012,5192,2012-06-18,2
"1320",1320,18,6,2013,5051,2013-06-18,3
"1321",1321,18,6,2014,5814,2014-06-18,4
"1322",1322,18,6,2015,5831,2015-06-18,5
"1323",1323,18,7,2010,5907,2010-07-18,1
"1324",1324,18,7,2011,5738,2011-07-18,2
"1325",1325,18,7,2012,5216,2012-07-18,4
"1326",1326,18,7,2013,5453,2013-07-18,5
"1327",1327,18,7,2014,3228,2014-07-18,6
"1328",1328,18,7,2015,4094,2015-07-18,7
"1329",1329,18,8,2010,5037,2010-08-18,4
"1330",1330,18,8,2011,5063,2011-08-18,5
"1331",1331,18,8,2012,2295,2012-08-18,7
"1332",1332,18,8,2013,4782,2013-08-18,1
"1333",1333,18,8,2014,5534,2014-08-18,2
"1334",1334,18,8,2015,6355,2015-08-18,3
"1335",1335,18,9,2010,2832,2010-09-18,7
"1336",1336,18,9,2011,4989,2011-09-18,1
"1337",1337,18,9,2012,5193,2012-09-18,3
"1338",1338,18,9,2013,4475,2013-09-18,4
"1339",1339,18,9,2014,4835,2014-09-18,5
"1340",1340,18,9,2015,4162,2015-09-18,6
"1341",1341,18,10,2010,6522,2010-10-18,2
"1342",1342,18,10,2011,5504,2011-10-18,3
"1343",1343,18,10,2012,3950,2012-10-18,5
"1344",1344,18,10,2013,2592,2013-10-18,6
"1345",1345,18,10,2014,3742,2014-10-18,7
"1346",1346,18,10,2015,9132,2015-10-18,1
"1347",1347,18,11,2010,5732,2010-11-18,5
"1348",1348,18,11,2011,3765,2011-11-18,6
"1349",1349,18,11,2012,6276,2012-11-18,1
"1350",1350,18,11,2013,6288,2013-11-18,2
"1351",1351,18,11,2014,8540,2014-11-18,3
"1352",1352,18,11,2015,5777,2015-11-18,4
"1353",1353,18,12,2010,2956,2010-12-18,7
"1354",1354,18,12,2011,6109,2011-12-18,1
"1355",1355,18,12,2012,5305,2012-12-18,3
"1356",1356,18,12,2013,5237,2013-12-18,4
"1357",1357,18,12,2014,4887,2014-12-18,5
"1358",1358,18,12,2015,4991,2015-12-18,6
"1359",1359,19,1,2010,5163,2010-01-19,3
"1360",1360,19,1,2011,5657,2011-01-19,4
"1361",1361,19,1,2012,5287,2012-01-19,5
"1362",1362,19,1,2013,1907,2013-01-19,7
"1363",1363,19,1,2014,4118,2014-01-19,1
"1364",1364,19,1,2015,5797,2015-01-19,2
"1365",1365,19,1,2016,7300,2016-01-19,3
"1366",1366,19,2,2010,3082,2010-02-19,6
"1367",1367,19,2,2011,3387,2011-02-19,7
"1368",1368,19,2,2012,3045,2012-02-19,1
"1369",1369,19,2,2013,5360,2013-02-19,3
"1370",1370,19,2,2014,6108,2014-02-19,4
"1371",1371,19,2,2015,8740,2015-02-19,5
"1372",1372,19,2,2016,4248,2016-02-19,6
"1373",1373,19,3,2010,3143,2010-03-19,6
"1374",1374,19,3,2011,2567,2011-03-19,7
"1375",1375,19,3,2012,4683,2012-03-19,2
"1376",1376,19,3,2013,5140,2013-03-19,3
"1377",1377,19,3,2014,5617,2014-03-19,4
"1378",1378,19,3,2015,5917,2015-03-19,5
"1379",1379,19,3,2016,4125,2016-03-19,7
"1380",1380,19,4,2010,5209,2010-04-19,2
"1381",1381,19,4,2011,5162,2011-04-19,3
"1382",1382,19,4,2012,4019,2012-04-19,5
"1383",1383,19,4,2013,2472,2013-04-19,6
"1384",1384,19,4,2014,2301,2014-04-19,7
"1385",1385,19,4,2015,6589,2015-04-19,1
"1386",1386,19,5,2010,4872,2010-05-19,4
"1387",1387,19,5,2011,4650,2011-05-19,5
"1388",1388,19,5,2012,2198,2012-05-19,7
"1389",1389,19,5,2013,5350,2013-05-19,1
"1390",1390,19,5,2014,5846,2014-05-19,2
"1391",1391,19,5,2015,5968,2015-05-19,3
"1392",1392,19,6,2010,2342,2010-06-19,7
"1393",1393,19,6,2011,5177,2011-06-19,1
"1394",1394,19,6,2012,5284,2012-06-19,3
"1395",1395,19,6,2013,4853,2013-06-19,4
"1396",1396,19,6,2014,5561,2014-06-19,5
"1397",1397,19,6,2015,3840,2015-06-19,6
"1398",1398,19,7,2010,5886,2010-07-19,2
"1399",1399,19,7,2011,5706,2011-07-19,3
"1400",1400,19,7,2012,4114,2012-07-19,5
"1401",1401,19,7,2013,3309,2013-07-19,6
"1402",1402,19,7,2014,3061,2014-07-19,7
"1403",1403,19,7,2015,7295,2015-07-19,1
"1404",1404,19,8,2010,4486,2010-08-19,5
"1405",1405,19,8,2011,2786,2011-08-19,6
"1406",1406,19,8,2012,4818,2012-08-19,1
"1407",1407,19,8,2013,4961,2013-08-19,2
"1408",1408,19,8,2014,5312,2014-08-19,3
"1409",1409,19,8,2015,5754,2015-08-19,4
"1410",1410,19,9,2010,5870,2010-09-19,1
"1411",1411,19,9,2011,5527,2011-09-19,2
"1412",1412,19,9,2012,4585,2012-09-19,4
"1413",1413,19,9,2013,3779,2013-09-19,5
"1414",1414,19,9,2014,3277,2014-09-19,6
"1415",1415,19,9,2015,3489,2015-09-19,7
"1416",1416,19,10,2010,6496,2010-10-19,3
"1417",1417,19,10,2011,4886,2011-10-19,4
"1418",1418,19,10,2012,2606,2012-10-19,6
"1419",1419,19,10,2013,2192,2013-10-19,7
"1420",1420,19,10,2014,7354,2014-10-19,1
"1421",1421,19,10,2015,6840,2015-10-19,2
"1422",1422,19,11,2010,3460,2010-11-19,6
"1423",1423,19,11,2011,2544,2011-11-19,7
"1424",1424,19,11,2012,5513,2012-11-19,2
"1425",1425,19,11,2013,5764,2013-11-19,3
"1426",1426,19,11,2014,6589,2014-11-19,4
"1427",1427,19,11,2015,6189,2015-11-19,5
"1428",1428,19,12,2010,6067,2010-12-19,1
"1429",1429,19,12,2011,5178,2011-12-19,2
"1430",1430,19,12,2012,4881,2012-12-19,4
"1431",1431,19,12,2013,4597,2013-12-19,5
"1432",1432,19,12,2014,4166,2014-12-19,6
"1433",1433,19,12,2015,4078,2015-12-19,7
"1434",1434,20,1,2010,5646,2010-01-20,4
"1435",1435,20,1,2011,5114,2011-01-20,5
"1436",1436,20,1,2012,3742,2012-01-20,6
"1437",1437,20,1,2013,4553,2013-01-20,1
"1438",1438,20,1,2014,6285,2014-01-20,2
"1439",1439,20,1,2015,6295,2015-01-20,3
"1440",1440,20,1,2016,6940,2016-01-20,4
"1441",1441,20,2,2010,2597,2010-02-20,7
"1442",1442,20,2,2011,3629,2011-02-20,1
"1443",1443,20,2,2012,4954,2012-02-20,2
"1444",1444,20,2,2013,6657,2013-02-20,4
"1445",1445,20,2,2014,6093,2014-02-20,5
"1446",1446,20,2,2015,5645,2015-02-20,6
"1447",1447,20,2,2016,3685,2016-02-20,7
"1448",1448,20,3,2010,2772,2010-03-20,7
"1449",1449,20,3,2011,5582,2011-03-20,1
"1450",1450,20,3,2012,4965,2012-03-20,3
"1451",1451,20,3,2013,4851,2013-03-20,4
"1452",1452,20,3,2014,5156,2014-03-20,5
"1453",1453,20,3,2015,4140,2015-03-20,6
"1454",1454,20,3,2016,5951,2016-03-20,1
"1455",1455,20,4,2010,5372,2010-04-20,3
"1456",1456,20,4,2011,4818,2011-04-20,4
"1457",1457,20,4,2012,2339,2012-04-20,6
"1458",1458,20,4,2013,2724,2013-04-20,7
"1459",1459,20,4,2014,5032,2014-04-20,1
"1460",1460,20,4,2015,6198,2015-04-20,2
"1461",1461,20,5,2010,4700,2010-05-20,5
"1462",1462,20,5,2011,2776,2011-05-20,6
"1463",1463,20,5,2012,5102,2012-05-20,1
"1464",1464,20,5,2013,5017,2013-05-20,2
"1465",1465,20,5,2014,5887,2014-05-20,3
"1466",1466,20,5,2015,5641,2015-05-20,4
"1467",1467,20,6,2010,5857,2010-06-20,1
"1468",1468,20,6,2011,5393,2011-06-20,2
"1469",1469,20,6,2012,6357,2012-06-20,4
"1470",1470,20,6,2013,4605,2013-06-20,5
"1471",1471,20,6,2014,3691,2014-06-20,6
"1472",1472,20,6,2015,3653,2015-06-20,7
"1473",1473,20,7,2010,5794,2010-07-20,3
"1474",1474,20,7,2011,5814,2011-07-20,4
"1475",1475,20,7,2012,2500,2012-07-20,6
"1476",1476,20,7,2013,2972,2013-07-20,7
"1477",1477,20,7,2014,5822,2014-07-20,1
"1478",1478,20,7,2015,6881,2015-07-20,2
"1479",1479,20,8,2010,2601,2010-08-20,6
"1480",1480,20,8,2011,2222,2011-08-20,7
"1481",1481,20,8,2012,5053,2012-08-20,2
"1482",1482,20,8,2013,4460,2013-08-20,3
"1483",1483,20,8,2014,4882,2014-08-20,4
"1484",1484,20,8,2015,5491,2015-08-20,5
"1485",1485,20,9,2010,5694,2010-09-20,2
"1486",1486,20,9,2011,5425,2011-09-20,3
"1487",1487,20,9,2012,4569,2012-09-20,5
"1488",1488,20,9,2013,2812,2013-09-20,6
"1489",1489,20,9,2014,2826,2014-09-20,7
"1490",1490,20,9,2015,6377,2015-09-20,1
"1491",1491,20,10,2010,6302,2010-10-20,4
"1492",1492,20,10,2011,5695,2011-10-20,5
"1493",1493,20,10,2012,2238,2012-10-20,7
"1494",1494,20,10,2013,5257,2013-10-20,1
"1495",1495,20,10,2014,5600,2014-10-20,2
"1496",1496,20,10,2015,6005,2015-10-20,3
"1497",1497,20,11,2010,3238,2010-11-20,7
"1498",1498,20,11,2011,5980,2011-11-20,1
"1499",1499,20,11,2012,4093,2012-11-20,3
"1500",1500,20,11,2013,5769,2013-11-20,4
"1501",1501,20,11,2014,6445,2014-11-20,5
"1502",1502,20,11,2015,4657,2015-11-20,6
"1503",1503,20,12,2010,6230,2010-12-20,2
"1504",1504,20,12,2011,4474,2011-12-20,3
"1505",1505,20,12,2012,5358,2012-12-20,5
"1506",1506,20,12,2013,2632,2013-12-20,6
"1507",1507,20,12,2014,3796,2014-12-20,7
"1508",1508,20,12,2015,5982,2015-12-20,1
"1509",1509,21,1,2010,5138,2010-01-21,5
"1510",1510,21,1,2011,4683,2011-01-21,6
"1511",1511,21,1,2012,3526,2012-01-21,7
"1512",1512,21,1,2013,7606,2013-01-21,2
"1513",1513,21,1,2014,8250,2014-01-21,3
"1514",1514,21,1,2015,5938,2015-01-21,4
"1515",1515,21,1,2016,8629,2016-01-21,5
"1516",1516,21,2,2010,5882,2010-02-21,1
"1517",1517,21,2,2011,6240,2011-02-21,2
"1518",1518,21,2,2012,4467,2012-02-21,3
"1519",1519,21,2,2013,5300,2013-02-21,5
"1520",1520,21,2,2014,3632,2014-02-21,6
"1521",1521,21,2,2015,5041,2015-02-21,7
"1522",1522,21,2,2016,6699,2016-02-21,1
"1523",1523,21,3,2010,5928,2010-03-21,1
"1524",1524,21,3,2011,5807,2011-03-21,2
"1525",1525,21,3,2012,4515,2012-03-21,4
"1526",1526,21,3,2013,4903,2013-03-21,5
"1527",1527,21,3,2014,3743,2014-03-21,6
"1528",1528,21,3,2015,3692,2015-03-21,7
"1529",1529,21,3,2016,6336,2016-03-21,2
"1530",1530,21,4,2010,4833,2010-04-21,4
"1531",1531,21,4,2011,4092,2011-04-21,5
"1532",1532,21,4,2012,2190,2012-04-21,7
"1533",1533,21,4,2013,5023,2013-04-21,1
"1534",1534,21,4,2014,4967,2014-04-21,2
"1535",1535,21,4,2015,6136,2015-04-21,3
"1536",1536,21,5,2010,2814,2010-05-21,6
"1537",1537,21,5,2011,1904,2011-05-21,7
"1538",1538,21,5,2012,5087,2012-05-21,2
"1539",1539,21,5,2013,5125,2013-05-21,3
"1540",1540,21,5,2014,5242,2014-05-21,4
"1541",1541,21,5,2015,4801,2015-05-21,5
"1542",1542,21,6,2010,5612,2010-06-21,2
"1543",1543,21,6,2011,4982,2011-06-21,3
"1544",1544,21,6,2012,5426,2012-06-21,5
"1545",1545,21,6,2013,2817,2013-06-21,6
"1546",1546,21,6,2014,3215,2014-06-21,7
"1547",1547,21,6,2015,6713,2015-06-21,1
"1548",1548,21,7,2010,5134,2010-07-21,4
"1549",1549,21,7,2011,6492,2011-07-21,5
"1550",1550,21,7,2012,2201,2012-07-21,7
"1551",1551,21,7,2013,5513,2013-07-21,1
"1552",1552,21,7,2014,5685,2014-07-21,2
"1553",1553,21,7,2015,6257,2015-07-21,3
"1554",1554,21,8,2010,2169,2010-08-21,7
"1555",1555,21,8,2011,5581,2011-08-21,1
"1556",1556,21,8,2012,4630,2012-08-21,3
"1557",1557,21,8,2013,4502,2013-08-21,4
"1558",1558,21,8,2014,4507,2014-08-21,5
"1559",1559,21,8,2015,3665,2015-08-21,6
"1560",1560,21,9,2010,5363,2010-09-21,3
"1561",1561,21,9,2011,5431,2011-09-21,4
"1562",1562,21,9,2012,2567,2012-09-21,6
"1563",1563,21,9,2013,2376,2013-09-21,7
"1564",1564,21,9,2014,5402,2014-09-21,1
"1565",1565,21,9,2015,5858,2015-09-21,2
"1566",1566,21,10,2010,6264,2010-10-21,5
"1567",1567,21,10,2011,3574,2011-10-21,6
"1568",1568,21,10,2012,4784,2012-10-21,1
"1569",1569,21,10,2013,5002,2013-10-21,2
"1570",1570,21,10,2014,5565,2014-10-21,3
"1571",1571,21,10,2015,5519,2015-10-21,4
"1572",1572,21,11,2010,5216,2010-11-21,1
"1573",1573,21,11,2011,5858,2011-11-21,2
"1574",1574,21,11,2012,2015,2012-11-21,4
"1575",1575,21,11,2013,3814,2013-11-21,5
"1576",1576,21,11,2014,3983,2014-11-21,6
"1577",1577,21,11,2015,4369,2015-11-21,7
"1578",1578,21,12,2010,5556,2010-12-21,3
"1579",1579,21,12,2011,4324,2011-12-21,4
"1580",1580,21,12,2012,3783,2012-12-21,6
"1581",1581,21,12,2013,2527,2013-12-21,7
"1582",1582,21,12,2014,6032,2014-12-21,1
"1583",1583,21,12,2015,4836,2015-12-21,2
"1584",1584,22,1,2010,2742,2010-01-22,6
"1585",1585,22,1,2011,3996,2011-01-22,7
"1586",1586,22,1,2012,5488,2012-01-22,1
"1587",1587,22,1,2013,7810,2013-01-22,3
"1588",1588,22,1,2014,9663,2014-01-22,4
"1589",1589,22,1,2015,5696,2015-01-22,5
"1590",1590,22,1,2016,4678,2016-01-22,6
"1591",1591,22,2,2010,6032,2010-02-22,2
"1592",1592,22,2,2011,5970,2011-02-22,3
"1593",1593,22,2,2012,4389,2012-02-22,4
"1594",1594,22,2,2013,2899,2013-02-22,6
"1595",1595,22,2,2014,3615,2014-02-22,7
"1596",1596,22,2,2015,8347,2015-02-22,1
"1597",1597,22,2,2016,6533,2016-02-22,2
"1598",1598,22,3,2010,6318,2010-03-22,2
"1599",1599,22,3,2011,5395,2011-03-22,3
"1600",1600,22,3,2012,4236,2012-03-22,5
"1601",1601,22,3,2013,2988,2013-03-22,6
"1602",1602,22,3,2014,3374,2014-03-22,7
"1603",1603,22,3,2015,6705,2015-03-22,1
"1604",1604,22,3,2016,6271,2016-03-22,3
"1605",1605,22,4,2010,4683,2010-04-22,5
"1606",1606,22,4,2011,2788,2011-04-22,6
"1607",1607,22,4,2012,5250,2012-04-22,1
"1608",1608,22,4,2013,5303,2013-04-22,2
"1609",1609,22,4,2014,5256,2014-04-22,3
"1610",1610,22,4,2015,6671,2015-04-22,4
"1611",1611,22,5,2010,2192,2010-05-22,7
"1612",1612,22,5,2011,4730,2011-05-22,1
"1613",1613,22,5,2012,5128,2012-05-22,3
"1614",1614,22,5,2013,4714,2013-05-22,4
"1615",1615,22,5,2014,4845,2014-05-22,5
"1616",1616,22,5,2015,3385,2015-05-22,6
"1617",1617,22,6,2010,5441,2010-06-22,3
"1618",1618,22,6,2011,4892,2011-06-22,4
"1619",1619,22,6,2012,3320,2012-06-22,6
"1620",1620,22,6,2013,2566,2013-06-22,7
"1621",1621,22,6,2014,5642,2014-06-22,1
"1622",1622,22,6,2015,6856,2015-06-22,2
"1623",1623,22,7,2010,4674,2010-07-22,5
"1624",1624,22,7,2011,4087,2011-07-22,6
"1625",1625,22,7,2012,4643,2012-07-22,1
"1626",1626,22,7,2013,5302,2013-07-22,2
"1627",1627,22,7,2014,5554,2014-07-22,3
"1628",1628,22,7,2015,6294,2015-07-22,4
"1629",1629,22,8,2010,5540,2010-08-22,1
"1630",1630,22,8,2011,4954,2011-08-22,2
"1631",1631,22,8,2012,4439,2012-08-22,4
"1632",1632,22,8,2013,4323,2013-08-22,5
"1633",1633,22,8,2014,3028,2014-08-22,6
"1634",1634,22,8,2015,3428,2015-08-22,7
"1635",1635,22,9,2010,5263,2010-09-22,4
"1636",1636,22,9,2011,5937,2011-09-22,5
"1637",1637,22,9,2012,2168,2012-09-22,7
"1638",1638,22,9,2013,4230,2013-09-22,1
"1639",1639,22,9,2014,5094,2014-09-22,2
"1640",1640,22,9,2015,5741,2015-09-22,3
"1641",1641,22,10,2010,3845,2010-10-22,6
"1642",1642,22,10,2011,2965,2011-10-22,7
"1643",1643,22,10,2012,4814,2012-10-22,2
"1644",1644,22,10,2013,6294,2013-10-22,3
"1645",1645,22,10,2014,6703,2014-10-22,4
"1646",1646,22,10,2015,5725,2015-10-22,5
"1647",1647,22,11,2010,4737,2010-11-22,2
"1648",1648,22,11,2011,4993,2011-11-22,3
"1649",1649,22,11,2012,3375,2012-11-22,5
"1650",1650,22,11,2013,1777,2013-11-22,6
"1651",1651,22,11,2014,3166,2014-11-22,7
"1652",1652,22,11,2015,7928,2015-11-22,1
"1653",1653,22,12,2010,5068,2010-12-22,4
"1654",1654,22,12,2011,3693,2011-12-22,5
"1655",1655,22,12,2012,2686,2012-12-22,7
"1656",1656,22,12,2013,5073,2013-12-22,1
"1657",1657,22,12,2014,4606,2014-12-22,2
"1658",1658,22,12,2015,4802,2015-12-22,3
"1659",1659,23,1,2010,2371,2010-01-23,7
"1660",1660,23,1,2011,8514,2011-01-23,1
"1661",1661,23,1,2012,5049,2012-01-23,2
"1662",1662,23,1,2013,11245,2013-01-23,4
"1663",1663,23,1,2014,8541,2014-01-23,5
"1664",1664,23,1,2015,3865,2015-01-23,6
"1665",1665,23,1,2016,4087,2016-01-23,7
"1666",1666,23,2,2010,6374,2010-02-23,3
"1667",1667,23,2,2011,5041,2011-02-23,4
"1668",1668,23,2,2012,4297,2012-02-23,5
"1669",1669,23,2,2013,2729,2013-02-23,7
"1670",1670,23,2,2014,6805,2014-02-23,1
"1671",1671,23,2,2015,8592,2015-02-23,2
"1672",1672,23,2,2016,7062,2016-02-23,3
"1673",1673,23,3,2010,5898,2010-03-23,3
