"","X","Day","Month","Year","count","mdy","wd"
"2211",2211,30,7,2010,2393,2010-07-30,6
"2212",2212,30,7,2011,2329,2011-07-30,7
"2213",2213,30,7,2012,4911,2012-07-30,2
"2214",2214,30,7,2013,5003,2013-07-30,3
"2215",2215,30,7,2014,5047,2014-07-30,4
"2216",2216,30,7,2015,6056,2015-07-30,5
"2217",2217,30,8,2010,4913,2010-08-30,2
"2218",2218,30,8,2011,5925,2011-08-30,3
"2219",2219,30,8,2012,3630,2012-08-30,5
"2220",2220,30,8,2013,2275,2013-08-30,6
"2221",2221,30,8,2014,2558,2014-08-30,7
"2222",2222,30,8,2015,6101,2015-08-30,1
"2223",2223,30,9,2010,6376,2010-09-30,5
"2224",2224,30,9,2011,2603,2011-09-30,6
"2225",2225,30,9,2012,4514,2012-09-30,1
"2226",2226,30,9,2013,5132,2013-09-30,2
"2227",2227,30,9,2014,5027,2014-09-30,3
"2228",2228,30,9,2015,5514,2015-09-30,4
"2229",2229,30,10,2010,3386,2010-10-30,7
"2230",2230,30,10,2011,7950,2011-10-30,1
"2231",2231,30,10,2012,6885,2012-10-30,3
"2232",2232,30,10,2013,4602,2013-10-30,4
"2233",2233,30,10,2014,5738,2014-10-30,5
"2234",2234,30,10,2015,4367,2015-10-30,6
"2235",2235,30,11,2010,6813,2010-11-30,3
"2236",2236,30,11,2011,6156,2011-11-30,4
"2237",2237,30,11,2012,3938,2012-11-30,6
"2238",2238,30,11,2013,2610,2013-11-30,7
"2239",2239,30,11,2014,5719,2014-11-30,1
"2240",2240,30,11,2015,6242,2015-11-30,2
"2241",2241,30,12,2010,3686,2010-12-30,5
"2242",2242,30,12,2011,2069,2011-12-30,6
"2243",2243,30,12,2012,4319,2012-12-30,1
"2244",2244,30,12,2013,4864,2013-12-30,2
"2245",2245,30,12,2014,4609,2014-12-30,3
"2246",2246,30,12,2015,3954,2015-12-30,4
"2247",2247,31,1,2010,6841,2010-01-31,1
"2248",2248,31,1,2011,5613,2011-01-31,2
"2249",2249,31,1,2012,4920,2012-01-31,3
"2250",2250,31,1,2013,6226,2013-01-31,5
"2251",2251,31,1,2014,3875,2014-01-31,6
"2252",2252,31,1,2015,4001,2015-01-31,7
"2253",2253,31,1,2016,5920,2016-01-31,1
"2254",2254,31,3,2010,5300,2010-03-31,4
"2255",2255,31,3,2011,4914,2011-03-31,5
"2256",2256,31,3,2012,2368,2012-03-31,7
"2257",2257,31,3,2013,4702,2013-03-31,1
"2258",2258,31,3,2014,5590,2014-03-31,2
"2259",2259,31,3,2015,6244,2015-03-31,3
"2260",2260,31,3,2016,6324,2016-03-31,5
"2261",2261,31,5,2010,5071,2010-05-31,2
"2262",2262,31,5,2011,5054,2011-05-31,3
"2263",2263,31,5,2012,4673,2012-05-31,5
"2264",2264,31,5,2013,3235,2013-05-31,6
"2265",2265,31,5,2014,3221,2014-05-31,7
"2266",2266,31,5,2015,6890,2015-05-31,1
"2267",2267,31,7,2010,2080,2010-07-31,7
"2268",2268,31,7,2011,5225,2011-07-31,1
"2269",2269,31,7,2012,4755,2012-07-31,3
"2270",2270,31,7,2013,4318,2013-07-31,4
"2271",2271,31,7,2014,4786,2014-07-31,5
"2272",2272,31,7,2015,3981,2015-07-31,6
"2273",2273,31,8,2010,5537,2010-08-31,3
"2274",2274,31,8,2011,5524,2011-08-31,4
"2275",2275,31,8,2012,2346,2012-08-31,6
"2276",2276,31,8,2013,2037,2013-08-31,7
"2277",2277,31,8,2014,2940,2014-08-31,1
"2278",2278,31,8,2015,7195,2015-08-31,2
"2279",2279,31,10,2010,6850,2010-10-31,1
"2280",2280,31,10,2011,7604,2011-10-31,2
"2281",2281,31,10,2012,5937,2012-10-31,4
"2282",2282,31,10,2013,4401,2013-10-31,5
"2283",2283,31,10,2014,4708,2014-10-31,6
"2284",2284,31,10,2015,3483,2015-10-31,7
"2285",2285,31,12,2009,2243,2009-12-31,5
"2286",2286,31,12,2010,2440,2010-12-31,6
"2287",2287,31,12,2011,1798,2011-12-31,7
"2288",2288,31,12,2012,2739,2012-12-31,2
"2289",2289,31,12,2013,2974,2013-12-31,3
"2290",2290,31,12,2014,3151,2014-12-31,4
"2291",2291,31,12,2015,3073,2015-12-31,5
